ID Поста;Дата публикации;Текст;Количество лайков;Количество репостов;Количество просмотров;Количество комментариев;Хэш;Иллюстрации;Ссылка на видео;Ссылка на пост;Ссылка на группу;ТОНАЛЬНОСТЬ;ВЕРОЯТНОСТЬ;ВСЕГО КОММЕНТАРИЕВ;ПОЛОЖИТЕЛЬНЫХ;ОТРИЦАТЕЛЬНЫХ;НЕЙТРАЛЬНЫХ;НЕОПРЕДЕЛЕНО;РАЗГОВОРНАЯ;НУЛЕВЫХ;ТЕМАТИКА
899226;24.02.2022 6:13;Доброе утро!;5;2;2495;0;k_iWfMyJZcO1EupDnV5jyHPxW90k;;;https://vk.com/wall-65136365_899226;https://vk.com/club65136365;'speech', 'skip', 'positive';0.9241518378257751, 0.006498271133750677, 0.006107562687247991;0;0;0;0;0;0;0;['доброе утро']
899188;23.02.2022 21:32;"Вечерний интерактив для всех! ?? 
 

Поехали!!! ?";1;0;2964;26;Zz_G_qRML90EQ8Jo16bEdbontrA1;https://sun9-63.userapi.com/impf/GIXaLdd-qRng8gbWvD3cmNjFWRpC_FcUu6Yldw/MOnOAsFD97Y.jpg?size=130x133&quality=96&sign=28a556841e04db4dc82a1af26aebac5b&c_uniq_tag=MM9CoYdA4vQxLoELjygrj6_QfxMG2m2C52bZ7ObLR44&type=album;;https://vk.com/wall-65136365_899188;https://vk.com/club65136365;'neutral', 'skip', 'negative';0.9416641592979431, 0.016924913972616196, 0.01066251099109649;26;0;9;13;2;2;0;['вечерний интерактив']
899178;23.02.2022 19:45;Опять наша администрация подтирает комментарии, именно подтирает. Первый комментарий не сохранил, не думал что будут удалять. Там я сравнил количество медалей и орденов у маршалов Победы и товарища из поста. Администрация предпочла молчаливо удалить. Видимо такое сравнение не в их интересах. Разницу во времени можно понять по количеству просмотров в правом нижнем углу поста;14;1;4084;5;5XVrf5jTJm-CjH5qL7X1RYH9RMig;https://sun9-62.userapi.com/impf/IclomudtbM9dGCgrNw6H4TaU_zIumZ6ufk3SMQ/1X7mxZJChqI.jpg?size=59x130&quality=95&sign=17ca3d37f18c4e7d451ed0e457692126&c_uniq_tag=_eOqjRl5a4f0-GlFqXgYJtblKpbypTTvxxniBpQaA6k&type=album;;https://vk.com/wall-65136365_899178;https://vk.com/club65136365;'neutral', 'negative', 'skip';0.6791887283325195, 0.320831298828125, 0.0737062692642211;5;0;4;1;0;0;0;['нижний угол поста', 'такое сравнение', 'первый комментарий', 'наша администрация', 'маршалы победы', 'количество просмотров']
899176;23.02.2022 19:35;22 февраля в подмосковном Щелково бригада «скорой помощи» приехала на улицу Рудакова. Оттуда медики забрали и отвезли в больницу 39-летнего мужчину с разными телесными повреждениями. Пострадавшего пришлось госпитализировать. Правоохранители оперативно задержали 42-летнего подозреваемого. Выяснилось, что мужчины поругались и не смогли сдержать эмоций. По предварительной версии, алкоголь здесь роли не сыграл, конфликт случился без его вмешательства. Теперь возбуждено уголовное дело по факту причинения тяжкого вреда здоровью (ст.111 УК РФ). Об этом сообщила пресс-служба ГУ МВД России по Московской области.;28;7;16749;6;Vawg_ItpGfhfuNhJ4zrW9PNsbt14;https://sun9-88.userapi.com/impf/EUsmSHNllMiqGk0rL4hqbGiXCCJdQmCAwkVZag/_n7BsstV-L4.jpg?size=130x130&quality=96&sign=2c17197db3d0ca808aef637976fd1c6a&c_uniq_tag=t3KxfrEzAhP9F0aopdHKr1-TTuJcDb1KQrgY-On89ao&type=album;;https://vk.com/wall-65136365_899176;https://vk.com/club65136365;'neutral', 'negative', 'skip';0.6791887283325195, 0.20690405368804932, 0.098089322447776;6;0;3;3;0;0;0;['разные телесные повреждения', 'факт причинения', 'улица рудакова', 'ук рф', 'уголовное дело', 'тяжкий вред']
899166;23.02.2022 17:31;Ребят всего доброго и всех мужчин с профессиональным праздником! Такой вопросик кто подскажет где в Щелково или Фрязино есть бесплатная эстакада или смотровая яма?;4;0;4275;5;bo55QI107UsIYMXFZU7ut6sYismZ;https://sun9-35.userapi.com/impf/9XNdaSAOZant40i64_fwSv11HBSzSlfLqI5WTg/i1QAlJpaJi0.jpg?size=130x87&quality=95&sign=64ae5702b1242b84b1c1353d7ccff367&c_uniq_tag=a-uGuLOgoYZglrBYFhFYQaQ9OLNBxOgRgJj487UNVbM&type=album;;https://vk.com/wall-65136365_899166;https://vk.com/club65136365;'neutral', 'speech', 'negative';0.546748161315918, 0.0980893224477768, 0.0446908622980117;5;1;2;2;0;0;0;['такая вопросик', 'смотровая яма', 'профессиональный праздник', 'все мужчины', 'бесплатная эстакада', 'щёлково']
899152;23.02.2022 16:10;это как??);12;7;6480;20;up5YbUDHO5m0x9beeB0FGa5-xhll;https://sun9-25.userapi.com/impf/HjjKG1D_p60uz9E7Hw1st03DBB8v09UB91gq4w/IBsdhnW34ug.jpg?size=130x173&quality=96&sign=7eafcff6434ca4322feaabb431529f5a&c_uniq_tag=-3QXNPj3DUYsEyF73gloyBmRPamB3w2D6atL8VpJYao&type=album;;https://vk.com/wall-65136365_899152;https://vk.com/club65136365;'neutral', 'skip', 'negative';1.0000100135803223, 0.0004144815029576421, 1.0000003385357559e-0;20;0;6;11;3;0;0;[]
899120;23.02.2022 15:08;На протяжении 26 часов со вчерашнего дня по адресу Комсомольская 1а 9 этажей сидят без холодной воды, аварийка якобы была ночью и всё включила, но воды так и нет до сих пор, хотя ни аварий ни ремонтов не было.. Как так, во всем доме вода есть а по нашему стояку нет.. Куда уже дальше обращаться не знаю..;4;0;3395;4;vcBk9oOq4AGnqrNQ1Xvz04cYe1_m;https://sun9-20.userapi.com/impf/NsQJwFvsqY6yyAbBPWtvdULiEaU27vLTeLG7og/3gJL-hfSJ-I.jpg?size=130x78&quality=95&sign=a8f0e1b51fa1ba63cfe8fe3dcc78a284&c_uniq_tag=t9aa5JIYygKCjO5Efbe5vu-h0-d2NtsphP3WzvUhaSo&type=album;;https://vk.com/wall-65136365_899120;https://vk.com/club65136365;'neutral', 'negative', 'skip';0.5312193632125854, 0.275139719247818, 0.1871426999568939;4;0;1;1;1;1;0;['вода', 'холодная вода', 'сии поры', 'наше стояк', 'вчерашний день', 'все дом']
899114;23.02.2022 14:05;"Друзья, собираем заказы на доставку от [club202289980|Фермерское мясо | Москва и МО] 

? Мы бесплатно доставляем наборы мяса напрямую с фермы
? Формируем мясные наборы в день разруба
? Занесём Ваш заказ прямо в квартиру
? Вес набора от 10 до 13кг

??Набор ""Свинина"" от 309 р/кг
??Набор ""Телятина"" от 502р/кг
??Набор ""Баранина"" от 680 р/кг

Мы выкладываем всю душу в нашу работу?

***
? Для заказа:
- Пишите в сообщения сообщества https://vk.com/fermerskoe_msk";3;1;3461;0;4L7ETmMbHDF3MTXVYChc4XKsmBBO;https://sun9-71.userapi.com/impf/sr6VDqYw1MiBiHiXczrHya7LlxZvLuH7EOniiA/xZ2ptrzCUow.jpg?size=130x93&quality=95&sign=04226a685401163529db808fe871e24a&c_uniq_tag=rnyPlm3Fej2MQ6P8gp-xXemJ3V87CseTTohSQyGilbM&type=album;;https://vk.com/wall-65136365_899114;https://vk.com/club65136365;'neutral', 'skip', 'negative';0.9669240117073059, 0.056662432849407196, 0.04886778444051742;0;0;0;0;0;0;0;['набор', 'сообщение сообщества https://vk.com/fermerskoe_msk', 'наша работа', 'наборы мяса', 'мясные наборы', 'день разруба']
899112;23.02.2022 13:31;;12;1;2202;0;VAQIHS_-OuOsHzDHI7g8ntpynzeG;https://sun9-15.userapi.com/impf/P0pWzMPaHLANWvMMzMipuSqs2YN-POxM522cdg/AziLIjN7Sm8.jpg?size=130x70&quality=95&sign=64f5aa58859b0e4ab53c5d0f7594629f&c_uniq_tag=5pIT6DQeJdeJapQVlLTD1rJpksEtSO48QV6OlLito_E&type=album;;https://vk.com/wall-65136365_899112;https://vk.com/club65136365;0;0;0;0;0;0;0;0;0;[]
899102;23.02.2022 11:32;Такая беда,на Фрунзе 1 уже пол года как не можем сделать прививку по календарю. Элементарно нет ПОЛИОМИЕЛИТ,в поликлинике один ответ,нет в наличии. Интересно, только мы не можем сделать,или есть ещё случаи?;3;4;4126;44;d4fYPooMnmhFDoQdW5LsLHzaWyJm;https://sun9-23.userapi.com/impf/Bl14O_9ry6FUmuC0ugVcyeOLFAolsLL7HLgXqQ/FVIJReSeJ-w.jpg?size=130x73&quality=95&sign=1974fe7bc2c1e14b75033336e8e91911&c_uniq_tag=mGuOzsKqoEkSlLl4qcnadPH6DwdYJwUHlTNHtKIfrI4&type=album;;https://vk.com/wall-65136365_899102;https://vk.com/club65136365;'neutral', 'negative', 'skip';0.8221991658210754, 0.20690405368804932, 0.069551751017570;34;0;23;7;2;2;0;['такая беда,на', 'пол года', 'фрунзе', 'случаи', 'прививка', 'поликлиника']
899098;23.02.2022 11:16;С Днём Защитника Отечества! Мирного неба над головой, чистого детского смеха в домах, счастья и любви , Веры и верности! Родина наша - это наша семья, наши друзья, наши близкие, это могилы наших родителей, бабушек и дедушек! Это то , что нам дорого! Это то , за что мы готовы отдать жизнь! Какие бы времена не были , а Родина у нас одна! Никогда нашему народу не жилось легко, но он с честью отстаивал величие России. Бил любого врага и всегда! И если настанет и наш черёд, не посрамим наших предков! Будьте здоровы и пусть будет порох сухим в наших пороховницах! С праздником!;12;1;2297;3;#ИМЯ?;https://sun9-64.userapi.com/impf/f2y4mJHTVdrRACmIAwQrM4amEKO_V8A21mODmA/DZglx427B64.jpg?size=128x130&quality=95&sign=0e03d43d4e654718af7b095e5688802d&c_uniq_tag=d1bdzrgaJtWzTi62UCA6zTbsQcufDt1TewxD0fKufHc&type=album;;https://vk.com/wall-65136365_899098;https://vk.com/club65136365;'speech', 'positive', 'negative';0.3140605390071869, 0.21207880973815918, 0.1645264774560928;3;0;0;3;0;0;0;['родина', 'чистое детское смех', 'день защитника отечества', 'наши родители', 'наши предки', 'наши пороховницы']
899095;23.02.2022 9:05;"Возможность открыть и закрыть больничный лист в дистанционном режиме сохранится в Подмосковье до 15 марта, сообщил и.о. министра здравоохранения Московской области Алексей Сапанюк.

Дистанционное оформление больничных ввели в регионе в начале февраля в связи с резким подъемом заболеваемости коронавирусной инфекцией.

«С 6 февраля мы начали дистанционное оформление больничных листков. За этот период мы оформили таким образом около 35 тыс. больничных листов, и такая форма продлится до 15 марта», - сказал Сапанюк на совещании губернатора Подмосковья Андрея Воробьева с руководящим составом областного правительства и главами муниципалитетов.

Заявки на дистанционное открытие и закрытие больничного листа можно подать, позвонив на номер 122. Голосовой робот-помощник зарегистрирует документ и избавит пациента от необходимости вызывать врача на дом.

Ранее Сапанюк отметил, что ситуация с коронавирусом в Подмосковье улучшилась, что позволило областным поликлиникам вернуться к плановому режиму работы с понедельника.";3;0;2225;1;RHcDvgBj-axCsNySS8W2kupd2bbB;https://sun9-82.userapi.com/impf/D0FoHfM5aeTvTe5uSaeiseOJ6jrTxo0Sc8bBQA/u4vVVH1SQao.jpg?size=130x130&quality=96&sign=3300543511b70e8b90469d19a058e09c&c_uniq_tag=t0UmBdCy0BfMMUMqouoTug22LLZwQvuRcGilzuXpbbU&type=album;;https://vk.com/wall-65136365_899095;https://vk.com/club65136365;'neutral', 'negative', 'positive';0.7122421860694885, 0.22816647589206696, 0.0583558417856693;1;0;1;0;0;0;0;['сапанюк', 'дистанционное оформление', '15 марта', 'подмосковье', 'совещание губернатора подмосковья андрея воробьёва', 'резкое подъём заболеваемости']
899091;23.02.2022 6:13;"Доброе утро!

С праздником, дорогие наши защитники!??
Прекрасного настроения и замечательного дня!";13;0;1814;0;fXfRlG9F06X3hARkfereyojKr0xQ;;;https://vk.com/wall-65136365_899091;https://vk.com/club65136365;'speech', 'positive', 'skip';0.9931061863899231, 0.11921291798353195, 0.0373368822038173;0;0;0;0;0;0;0;['дорогие наши защитники', 'прекрасное настроение', 'замечательный день', 'доброе утро', 'праздник']
899067;22.02.2022 21:34;Вечерний интерактив??;3;0;3631;17;NTdwkI9oFCfNs7P1CDhSWmQGPnSu;https://sun9-25.userapi.com/impf/rVQTepNVK61D8NbcSZaAnOSBSnXxt4Mgr7wd-Q/93qQvHVv9P0.jpg?size=130x130&quality=96&sign=253e2c1cc285720f3216c3e2bad2a28b&c_uniq_tag=YuvSRBMvPkRUs6XXHKVYwTAoyGKLHCsS2uvd1-cKiCg&type=album;;https://vk.com/wall-65136365_899067;https://vk.com/club65136365;'neutral', 'skip', 'negative';0.9952548146247864, 0.01169725600630045, 0.00758724240586161;17;0;5;12;0;0;0;['вечерний интерактив']
899060;22.02.2022 18:04;Открыт люк на углу школы номер 17 мкр. Богородский.;15;5;5099;4;42yCLOiCZ8kWDfAPStS5xbboqZJs;https://sun9-12.userapi.com/impf/io1DH3TV7T7siN9agoFoGL-HsDTD7CMjI5E9Jg/hI8XGdaHqQc.jpg?size=97x130&quality=95&sign=14ea97726e8b3330bd38383c05051fec&c_uniq_tag=gunW7LT3RGLoeXVoKyltU_g7NbbgEyE5zImhGXmF46Q&type=album;;https://vk.com/wall-65136365_899060;https://vk.com/club65136365;'neutral', 'skip', 'negative';0.8031837940216064, 0.09535945951938629, 0.0827073454856872;4;0;4;0;0;0;0;['угол школы', 'номер', 'люк']
899059;22.02.2022 16:20;"23 Февраля все уличные парковки в Москве будут бесплатными ?? 
 
В праздничный день оплачивать паркинг не придется в том числе на улицах, где действует повышенный тариф. 
 
При этом плоскостные парковки со шлагбаумом по-прежнему будут платными.";3;1;2828;5;A_F_L7oolEtpBdnt8SiTamRRYY9C;https://sun9-77.userapi.com/impf/OmmFZGtkvjvZ46lCM_LUnpmfq1JjWwLU9ASSpA/jYp2TkVsTkQ.jpg?size=130x73&quality=95&sign=6a605d287a242c0d15bfe20bf17f7a8d&c_uniq_tag=GcN-cPEAjyVTHQVyYyp-zajCAwVcWQ5O08m-oyxdgMM&type=album;;https://vk.com/wall-65136365_899059;https://vk.com/club65136365;'neutral', 'negative', 'skip';0.46102678775787354, 0.20690405368804932, 0.106700591742992;5;0;5;0;0;0;0;['уличные парковка', 'праздничный день', 'повышенный тариф', 'плоскостные парковка', '23 февраля', 'шлагбаум']
899058;22.02.2022 15:15;"«Счастливый взгляд» приглашает БЕСПЛАТНО проверить зрение — без очередей, на современном оборудовании, с подбором очков или контактных линз, при необходимости.

В этом видео вы узнаете, как проходит проверка зрения в наших салонах Москвы и МО.

?? Бесплатно при записи через сайт: https://vk.cc/caRlL4

*Бесплатная проверка для лиц от 18 лет и только при записи онлайн
*Есть противопоказания. Необходима консультация специалиста.";1;1;3136;0;Bm3XUKnZ6MXnOPpTfZ1FoiIXR-1t;;https://i.mycdn.me/getVideoPreview?id=2072712317526&idx=1&type=39&tkn=SBut-ZQ1Rp_HaMRqaMOuLGE0NQs&fn=vid_s;https://vk.com/wall-65136365_899058;https://vk.com/club65136365;'neutral', 'negative', 'skip';0.9466066956520081, 0.061885979026556015, 0.0550152920186519;0;0;0;0;0;0;0;['запись', 'наши салоны москвы', 'счастливый взгляд', 'современный оборудование', 'проверка зрения', 'подбор очков']
899055;22.02.2022 14:05;;14;5;3473;0;WSnMkAaWa0wslPKEgWbI0PV07gec;https://sun9-33.userapi.com/impf/qaCeNx3B29fj_bC-JULLFk7fYL3YQ8nroTdWeg/Ut04_2NA9EM.jpg?size=130x130&quality=96&sign=f14457935da38b2bafbc2baaa38b0b9a&c_uniq_tag=Q0RcDvfr1s_vvzFejO9xD1hD-6Qa10JwcEocuwzLhf0&type=album;;https://vk.com/wall-65136365_899055;https://vk.com/club65136365;0;0;0;0;0;0;0;0;0;[]
899053;22.02.2022 12:05;"Гуманитарная помощь от компании «Щёлковохлеб» отправилась в Ростовскую область 21 февраля.

«Предприятие приняло решение передать хлебобулочные и сдобные изделия, которые мы выпекли в ночную смену, людям, оказавшимся сегодня в трудной жизненной ситуации. Это женщины, дети, которые бросили свои дома. Мы не могли не откликнуться», – отметил заместитель генерального директора компании Владимир Стратулат.

Помимо хлебобулочных изделий, для беженцев из Донбасса привезут 40 тонн воды, кофе, средства личной гигиены, антисептики, электроприборы для бытовых нужд, например, чайники, микроволновые печи. Об этом сообщил председатель Московской областной Думы Игорь Брынцалов. Кроме того, пять крупнейших строительных компаний Подмосковья перечислят по 100 млн рублей для помощи беженцам из Донецка и Луганска.

Первые 1500 беженцев прибудут в подмосковный Наро-Фоминск уже сегодня. Ещё восемь пунктов размещения подготовлены в шести городских округах – в Волоколамске, Клину, Коломне, Зарайске, Подольске и Пушкино.";12;10;3004;2;eNcsNvy-3c6Z-S2hNeb5o5vpwCHQ;https://sun9-16.userapi.com/impf/q7Z53BFTEvxiYmYpPJixJRGWlHAbY0EysUrXUQ/7gJXU0QcQp4.jpg?size=130x130&quality=96&sign=41bc704cea042451dba1319b6752888d&c_uniq_tag=2wlAtwtgGtj70I0hA9g1Lz8tSnKMwOvj1s-WTeaje2E&type=album;;https://vk.com/wall-65136365_899053;https://vk.com/club65136365;'neutral', 'negative', 'positive';0.5544804334640503, 0.1732981950044632, 0.1008886247873306;2;0;0;2;0;0;0;['беженцы', 'пять крупнейших строительных компаний подмосковья', 'шесть городских округах', 'трудная жизненная ситуация', 'первые 1500 беженцев', 'московская областная дума']
899051;22.02.2022 11:00;"-40% на подарочные наборы к 23 февраля! ?? 
 
Мужчины — наша скала, поддержка и опора?? А кожа, оказывается, у них нежнее нашей, поэтому особенно важно подобрать правильный уход. 
 
В преддверии праздника «Улыбка Радуги» запустила акцию: 
????- 40% на подарочные наборы брендов Carelax и Foammen. 
 
В данных средствах содержатся исключительно натуральные компоненты, которые оказывают мягкое воздействие на кожу и подходят для ежедневных уходовых процедур. 
 
Ознакомиться с ассортиментом акционных товаров вы можете по ссылке ? https://vk.cc/cbh09Z 
 
Порадуйте мужчину полезным подарком, предложение актуально с 1 по 28 февраля! ??";0;0;1522;0;PhbG9v3HeasZdPTc45DOuxVVQVfx;https://sun9-16.userapi.com/impf/vf4LB9KW28fIfF09eoX6JQaClm6fER8N_c9ZhA/Dzfx4KIrChE.jpg?size=115x130&quality=95&sign=6a7b2c3327fd608dd6c790e17a55cf05&c_uniq_tag=uyNbStUgXMInBN2ziPak7eGOvP_IRlM5Y1CoBulgHxI&type=album;;https://vk.com/wall-65136365_899051;https://vk.com/club65136365;'neutral', 'negative', 'skip';0.8175845146179199, 0.08270734548568726, 0.0675566866993904;0;0;0;0;0;0;0;['кожа', 'подарочные наборы брендов carelax', 'ежедневные уходовые процедуры', 'улыбка радуги', 'преддверие праздника', 'правильный уход']
899046;22.02.2022 9:10;"Граждане России с 21 февраля могут оформить сертификат о перенесенной коронавирусной инфекции на основании положительного теста на антитела. Отмечается, что требования к уровню антител не установлены, необходимо только их наличие. Соответствующий приказ Минздрава РФ опубликован на официальном интернет-портале правовой информации.

Как поясняли в пресс-службе Минздрава, сертификат будет формироваться однократно при наличии на едином портале госуслуг сведений о результатах теста на антитела к коронавирусу не позднее трех календарных дней со дня подачи заявления на портале. Тест на антитела можно провести в любой лаборатории. Срок действия ковид-сертификата, полученного таким образом, составит шесть месяцев.

Также документ могут выдать на основании положительного результата ПЦР-тестирования, который подтвердили результатами теста на антитела. Результаты анализа также должны быть доступны на портале госуслуг. В этом случае действие сертификата составит один год с даты положительного ПЦР-теста.

Также с 21 февраля в силу вступает другой приказ Минздрава, согласно которому лица младше 18 лет смогут самостоятельно получить печатный сертификат о вакцинации от COVID-19, медицинских противопоказаниях к прививке или перенесенном заболевании, вызванном коронавирусной инфекцией. Ранее печатный ковид-сертификат могли получить только совершеннолетние. Чтобы получить сертификат, лица, не достигшие 14 лет, должны предъявить работнику МФЦ свидетельство о рождении.";1;3;2549;1;D9-btuloSbsqA8f8Abc1vbqfg-9j;https://sun9-85.userapi.com/impf/qIcg9JjXJGNrGLkk3i7TwkC_qmn_n_aEfDrKwA/VQnbaMyKGVM.jpg?size=130x130&quality=96&sign=9306eac32d35abba55c63fe6b3d93fd3&c_uniq_tag=39IC5jNLVtBr9hDfJebxVKsWKRtEXsNDF6u-a4b9SQw&type=album;;https://vk.com/wall-65136365_899046;https://vk.com/club65136365;'neutral', 'positive', 'negative';0.585111141204834, 0.16027602553367615, 0.1037586331367492;1;0;1;0;0;0;0;['антитела', 'сертификат', 'результаты теста', '21 февраля', 'основание', 'наличие']
899042;22.02.2022 6:13;"Доброе утро! ))) 
Желаем лёгкого дня, отменного настроения и желания двигаться только вперёд! ??";5;4;1691;0;ufAZYdUvQ0wvhqOBkkaYVnfng-n_;;;https://vk.com/wall-65136365_899042;https://vk.com/club65136365;'speech', 'neutral', 'positive';0.7879412174224854, 0.22271016240119934, 0.0460439100861549;0;0;0;0;0;0;0;['отменный настроение', 'лёгкое день', 'доброе утро', 'желание']
899011;21.02.2022 21:31;"Снимаем напряжение после активного трудового дня! ????

Включаем музыку!)))";2;0;2933;18;UBtXRJos1AYaY6wmAxrzHydmwpLA;https://sun9-77.userapi.com/impf/_4KEeq36IJk-9b3jTcPRCYzTnbTlR5k-8yPWaQ/lwb2ET3vNkI.jpg?size=130x130&quality=96&sign=153aacf9ae5d798b074ad317022a0f33&c_uniq_tag=qqWHq1BV4r76U_m2iBXcSEAhU7KMnmQwUkIiEuVJ4ZI&type=album;;https://vk.com/wall-65136365_899011;https://vk.com/club65136365;'neutral', 'skip', 'positive';0.5621865391731262, 0.16886694729328156, 0.0675566866993904;17;0;1;16;0;0;0;['активное трудовой день', 'напряжение', 'музыка']
898991;21.02.2022 19:04;НАЙДЕН. ЖИВ.;47;14;5389;6;uWIgt_8cw2qpXIGuB0FIZa53FcPj;;;https://vk.com/wall-65136365_898991;https://vk.com/club65136365;'skip', 'neutral', 'negative';0.6224693655967712, 0.6001983880996704, 0.0124416518956422;6;1;2;2;1;0;0;[]
898990;21.02.2022 19:01;Вот так чистят обочины в Потапово ул. Свердлова дорожные службы города, не возможно заехать к собственным домам на личном транспорте. Лопатой не возможно отчистить проезды, так как снег обледенел, образовались глыбы льда.;6;0;2408;6;NGVSaaQMKXQPZggubeB6XG-cI7cb;https://sun9-30.userapi.com/impf/-oril4IAwWvbX6Om2ORJhKuNSoIsaikl3M_5_g/NLJahQls7wo.jpg?size=130x97&quality=95&sign=55cd97287bb3068413fa868e747d065c&c_uniq_tag=N2TOh_nyqcWpeYtVNZubX4ktMQpV82F8d5TN6lrrrF8&type=album;;https://vk.com/wall-65136365_898990;https://vk.com/club65136365;'neutral', 'negative', 'skip';0.6926519870758057, 0.23371636867523193, 0.0875738412141799;6;0;4;2;0;0;0;['дорожные служба города', 'собственные дома', 'личный транспорт', 'глыба льда', 'ул', 'снег']
898980;21.02.2022 16:31;Вопрос такой? Почему по номеру 122 невозможно закрыть больничный? Три заявки было подано-в ответ тишина! Территориально отношусь к поликлинике номер 2 г. Щелково. Выходит номер 122 красиво распиареная акция, по факту ничего не работает, придется сегодня идти стоять там очереди чтобы закрыть больничный лист.;13;0;3921;13;SXp3g76FoLGku2S-kOMNrNPqXii4;https://sun9-9.userapi.com/impf/SsQFcdhbHKFgZYhn9OqyIBr1R1Sn0JxWm2L_7Q/kKEyXaPjja4.jpg?size=130x87&quality=95&sign=f5da7408bc7fb177a4457f500296c504&c_uniq_tag=O6hLqAdy5tsFFqU4rTN5906mJ8Q_ESGlhIylULpQ0HA&type=album;;https://vk.com/wall-65136365_898980;https://vk.com/club65136365;'neutral', 'negative', 'skip';0.6150978803634644, 0.4378334879875183, 0.069551751017570;13;0;12;1;0;0;0;['номер', 'три заявки', 'распиареная акция', 'больничный лист', '2 г', 'щёлково']
898978;21.02.2022 14:05;"Апрельская погода придет в Московский регион уже на этой неделе ??

На этой неделе в Москве и области ожидается апрельская погода, пройдут дожди, воздух прогреется до плюс 6 градусов, сообщил РИАМО дежурный сотрудник центра погоды «Фобос».

По его словам, погоду в понедельник будет определять североатлантический циклон, сохранится пасмурность, ожидается небольшой мокрый снег. Ночью температура будет около 0, днем в Москве - плюс 1-3 градуса, в Подмосковье - минус 1 - плюс 4 градуса, юго-западный ветер будет дуть со скоростью 4-9 м/с.

В ночь на вторник осадки усилятся, будут лить дожди. Днем они примут незначительный очаговый характер.

«Выглянет солнце, потеплеет до плюс 4 - плюс 6 градусов в Москве, плюс 1 - плюс 6 – в Подмосковье. Это прям апрель», - рассказал синоптик.

В среду будет облачно с прояснениями, кратковременные осадки смешанной фазы. Ночью столбики термометров в Москве покажут 0 - плюс 2 градуса, по области - минус 2 - плюс 3 градуса. Днем в столице ожидается плюс 2-4 градуса, в Подмосковье - 0 - плюс 5 градусов.

Во второй половине недели усилится влияние антициклона, поэтому в четверг и пятницу будет преобладать переменная облачность без осадков. Выглянет предвесеннее солнце. Ночью в Москве похолодает до минус 4-2 градусов, в Подмосковье - до минус 6-1 градуса. Вода на дорогах превратится в гололедицу. Днем воздух в столице будет прогреваться до плюс 2-4 градусов, по области – до 0 - плюс 5 градусов.

Синоптик также добавил, что к выходным погода начнет портиться, но тепло сохранится.

«Несколько дней по факту средняя температура больше соответствует метеорологической весне. Это показатели конца марта - начала апреля», - заключил собеседник агентства.";11;9;4643;2;JO5QEoeLYbaNjssZtb6-9z6Rliyn;https://sun9-69.userapi.com/impf/t45RhMtRKvw8SncSI_UbARRgga1anyyHXMzumQ/_coP1dq_rE0.jpg?size=130x87&quality=96&sign=2dbe637d9107a06a908948032767a2ba&c_uniq_tag=7UKURi7kyZkXq3FKqf4nzLdEQU1LAiuldbk9y6yDmY8&type=album;;https://vk.com/wall-65136365_898978;https://vk.com/club65136365;'neutral', 'negative', 'skip';0.40734341740608215, 0.19194278120994568, 0.177820861339569;2;1;1;0;0;0;0;['москва', 'подмосковье', 'день', 'область', 'градус', 'апрельская погода']
898967;21.02.2022 11:35;Наткнулся сегодня на забавный комментарий группе другого города ??;82;10;5778;0;0dr66zZ0NIkcxcZIVfSv7vZAbEcT;https://sun9-85.userapi.com/impf/FktBNECfvlMAAQq7dNeo2a3ly-EM9RJG1HYebQ/dp73eFToSLE.jpg?size=130x206&quality=96&sign=92f27f1910a9f293ba55bd66da9fd492&c_uniq_tag=wt3YSK6IR1gu66Ey19S_VQ0TiaLP7IfiGutLPfjamqk&type=album;;https://vk.com/wall-65136365_898967;https://vk.com/club65136365;'neutral', 'positive', 'negative';0.6723417043685913, 0.1067005917429924, 0.05666243284940719;0;0;0;0;0;0;0;['забавный комментарий', 'другое город', 'группа']
898957;21.02.2022 9:05;"На конец 2021 года в городских округах Подмосковья было открыто свыше 50 новых площадок для выгула собак. В ближайшие 2 года в регионе их число планируется увеличить в 2 раза, сообщает пресс-служба Мособлдумы.

Места, где появятся новые площадки, администрации муниципалитетов области согласовывают с жителями.

Также вопрос со строительством площадок для выгула собак жители могут решить с помощью инициативного бюджетирования.

«Важно, что все проекты, которые реализуются в рамках инициативного бюджетирования, в том числе и площадки для выгула собак, контролируют как депутаты, так и сами жители. Начиная с проектирования и заканчивая сдачей объекта. В результате получается объект, который жителям нравится и который они хотели», - уточнил депутат.";4;3;2372;1;VsL2rw9L7DTZGiueJsofwlHOpJRJ;https://sun9-40.userapi.com/impf/ZLihVMked-hX4HNO3MunEMK4fK0gUc87jeF61Q/Lv_GRyVXXWo.jpg?size=130x130&quality=96&sign=135f45eda5253c5111935e7c57368553&c_uniq_tag=UiWhMmttNkwdcSXVwkNMbJZFcxN55VmvFWxL10uwJCE&type=album;;https://vk.com/wall-65136365_898957;https://vk.com/club65136365;'neutral', 'negative', 'positive';0.880807101726532, 0.14034625887870789, 0.0851090550422668;1;0;0;1;0;0;0;['выгул собак', 'жители', 'инициативный бюджетирование', 'число', 'городские округа подмосковья', 'ближайшие 2 года']
